provider_id,provider_name,provider_state,lat,lng
390108,MONTGOMERY HOSPITAL,PA,40.1237614,-75.35823620000002
390110,CONEMAUGH VALLEY MEMORIAL HOSPITAL,PA,40.305527399999995,-78.91912839999998
390111,HOSPITAL OF UNIV OF PENNSYLVANIA,PA,39.9516334,-75.20222179999998
390133,LEHIGH VALLEY HOSPITAL,PA,40.6,-75.47
390137,WILKES-BARRE GENERAL HOSPITAL,PA,41.2584151,-75.8666314
390139,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,PA,40.0187979,-75.3212805
390145,EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL,PA,40.3007363,-79.55522990000001
390151,CHAMBERSBURG HOSPITAL,PA,39.93417410000001,-77.64627089999998
390153,MAIN LINE HOSPITAL PAOLI,PA,40.044623200000004,-75.50231509999998
390162,EASTON HOSPITAL,PA,40.6871118,-75.2427922
390164,UPMC PRESBYTERIAN SHADYSIDE,PA,40.4425606,-79.9609827
390168,BUTLER MEMORIAL HOSPITAL,PA,40.86663679999999,-79.88078309999999
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,PA,39.949826200000004,-75.1584227
390179,CHESTER COUNTY HOSPITAL,PA,39.97087929999999,-75.60247609999998
390180,CROZER CHESTER MEDICAL CENTER,PA,39.85686820000001,-75.3688792
390195,MAIN LINE HOSPITAL LANKENAU,PA,39.988389700000006,-75.2620003
390197,SACRED HEART HOSPITAL,PA,40.6083521,-75.46837839999998
390201,POCONO MEDICAL CENTER,PA,41.05418270000001,-75.2362381
390223,PENN PRESBYTERIAN MEDICAL CENTER,PA,39.958291700000004,-75.19907710000003
390225,EPHRATA COMMUNITY HOSPITAL,PA,40.187389700000004,-76.18223549999998
390226,PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,PA,39.9454469,-75.1556147
390231,ABINGTON MEMORIAL HOSPITAL,PA,40.119368200000004,-75.1203606
390237,REGIONAL HOSPITAL OF SCRANTON,PA,41.4127045,-75.6535952
390256,MILTON S HERSHEY MEDICAL CENTER,PA,40.2640375,-76.67667829999998
390258,ST MARY MEDICAL CENTER,PA,40.200261299999994,-74.9294704
390265,JEFFERSON REGIONAL MEDICAL CENTER,PA,40.58014050000001,-80.05702959999998
390268,MOUNT NITTANY MEDICAL CENTER,PA,40.819363,-77.842727
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,PA,41.2544092,-75.81350859999998
410007,RHODE ISLAND HOSPITAL,RI,41.81122050000001,-71.4110918
410009,KENT COUNTY MEMORIAL HOSPITAL,RI,41.7053049,-71.47813310000002
410012,MIRIAM HOSPITAL,RI,41.85203970000001,-71.3983599
420002,PIEDMONT MEDICAL CENTER,SC,34.956853,-81.05266
420004,MUSC MEDICAL CENTER,SC,32.784352,-79.946823
420007,SPARTANBURG REGIONAL MEDICAL CENTER,SC,34.9671629,-81.940232
420018,PALMETTO HEALTH RICHLAND,SC,34.115604299999994,-81.05338540000002
420023,ST FRANCIS-DOWNTOWN,SC,34.840628499999994,-82.4206158
420026,SISTERS OF CHARITY PROVIDENCE HOSPITALS,SC,34.014191700000005,-81.0132485
420027,ANMED HEALTH,SC,34.51155720000001,-82.6464079
420049,CONWAY MEDICAL CENTER,SC,33.78555,-79.0017843
420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,SC,34.1954331,-79.7625625
420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,SC,32.4169762,-80.6876069
420071,SELF REGIONAL HEALTHCARE,SC,34.1757748,-82.15736629999998
420073,LEXINGTON MEDICAL CENTER,SC,34.006021399999995,-81.1143005
420078,GREENVILLE MEMORIAL HOSPITAL,SC,34.81925570000001,-82.411677
420079,TRIDENT MEDICAL CENTER,SC,32.9221152,-80.03672590000002
420082,AIKEN REGIONAL MEDICAL CENTER,SC,33.5712405,-81.76184440000002
420085,GRAND STRAND REG MED CENTER,SC,33.707040500000005,-78.8948741
420087,ROPER HOSPITAL,SC,32.78312639999999,-79.94941290000001
420091,CAROLINAS HOSPITAL SYSTEM,SC,34.1954331,-79.7625625
420098,WACCAMAW COMMUNITY HOSPITAL,SC,33.5510021,-79.0414261
430012,AVERA SACRED HEART HOSPITAL,SD,42.87110879999999,-97.3972813
430027,SANFORD USD MEDICAL CENTER,SD,43.53576010000001,-96.7435358
430077,RAPID CITY REGIONAL HOSPITAL,SD,44.0805434,-103.2310149
430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA LLC,SD,43.490919,-96.780372
440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,TN,35.636717299999994,-88.83185449999998
450661,ODESSA REGIONAL HOSPITAL,TX,31.851915999999996,-102.3639713
440006,SKYLINE MEDICAL CENTER,TN,36.2450139,-86.74974329999998
440011,BLOUNT MEMORIAL HOSPITAL,TN,35.7559386,-83.95803819999998
440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,TN,36.58705670000001,-82.25305019999998
440015,UNIVERSITY OF TN MEMORIAL HOSPITAL,TN,35.9403083,-83.9423405
440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,TN,36.554012799999995,-82.55483029999998
440029,WILLIAMSON MEDICAL CENTER,TN,35.91595220000001,-86.8179916
440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,TN,36.2682436,-83.1029351
440034,METHODIST MEDICAL CENTER OF OAK RIDGE,TN,35.99404660000001,-84.2204969
440035,GATEWAY MEDICAL CENTER,TN,36.581990999999995,-87.27050299999998
440039,VANDERBILT UNIVERSITY HOSPITAL,TN,36.1437001,-86.80102559999996
440048,BAPTIST MEMORIAL HOSPITAL,TN,35.129668200000005,-89.8616512
440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,TN,35.1367739,-90.0194288
440053,MIDDLE TENNESSEE MEDICAL CENTER INC,TN,35.86073120000001,-86.42433299999998
440059,COOKEVILLE REGIONAL MEDICAL CENTER,TN,36.17120560000001,-85.5093828
440063,JOHNSON CITY MEDICAL CENTER,TN,36.3072937,-82.38592870000002
440073,MAURY REGIONAL HOSPITAL,TN,35.606993,-87.0665466
440082,ST THOMAS HOSPITAL,TN,36.1030036,-86.87221459999998
440091,MEMORIAL HEALTHCARE SYSTEM INC,TN,35.0413336,-85.26038829999997
440104,ERLANGER MEDICAL CENTER,TN,35.0490224,-85.2905531
440120,TENNOVA HEALTHCARE,TN,35.96649470000001,-83.9070842
440125,FORT SANDERS REGIONAL MEDICAL CENTER,TN,35.95747100000001,-83.93659500000003
440133,BAPTIST HOSPITAL,TN,36.15393570000001,-86.8024829
440137,HERITAGE MEDICAL CENTER,TN,35.483406,-86.46027169999998
440144,HARTON REGIONAL MEDICAL CENTER,TN,35.3620235,-86.20943419999998
440150,SUMMIT MEDICAL CENTER,TN,36.17638960000001,-86.6081411
440156,PARKRIDGE MEDICAL CENTER,TN,35.03466600000001,-85.267349
440161,CENTENNIAL MEDICAL CENTER,TN,36.1537564,-86.8092298
440173,PARKWEST MEDICAL CENTER,TN,35.9171266,-84.100877
440185,SKYRIDGE MEDICAL CENTER,TN,35.1774956,-84.8693785
440189,REGIONAL HOSPITAL OF JACKSON,TN,35.684413,-88.85405399999998
440193,UNIVERSITY MEDICAL CENTER,TN,36.220690999999995,-86.32731199999998
450007,PETERSON REGIONAL MEDICAL CENTER,TX,30.0439245,-99.1524297
450010,UNITED REGIONAL HEALTH CARE SYSTEM,TX,33.9028141,-98.50160550000001
450011,ST JOSEPH REGIONAL HEALTH CENTER,TX,30.65634720000001,-96.3469679
450023,CITIZENS MEDICAL CENTER,TX,28.8130696,-96.9777583
450029,LAREDO MEDICAL CENTER,TX,27.7404251,-99.12347950000002
450033,VHS HARLINGEN HOSPITAL COMPANY LLC,TX,26.174644600000004,-97.6705186
450034,CHRISTUS HOSPITAL,TX,30.0872387,-94.1328757
450037,GOOD SHEPHERD MEDICAL CENTER,TX,32.50091,-94.730725
450040,COVENANT MEDICAL CENTER,TX,33.5769634,-101.8919033
450042,PROVIDENCE HEALTH CENTER,TX,31.5144321,-97.1993991
450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,TX,27.777878700000002,-97.3949738
450051,METHODIST DALLAS MEDICAL CENTER,TX,32.7612144,-96.82451850000001
450054,SCOTT & WHITE MEMORIAL HOSPITAL,TX,31.077672200000002,-97.3639855
450056,SETON MEDICAL CENTER AUSTIN,TX,30.305084499999996,-97.7455162
450058,BAPTIST MEDICAL CENTER,TX,29.4336837,-98.49262009999998
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,TX,32.748647,-97.1155679
450068,MEMORIAL HERMANN TEXAS MEDICAL CENTER,TX,29.7138126,-95.39638190000001
450079,BAYLOR MEDICAL CENTER AT IRVING,TX,32.834695399999994,-96.9603078
450083,EAST TEXAS MEDICAL CENTER,TX,32.33864310000001,-95.2909844
450087,NORTH HILLS HOSPITAL,TX,32.8362389,-97.23292550000001
450102,MOTHER FRANCES HOSPITAL,TX,32.3243856,-95.2997959
450132,MEDICAL CENTER HOSPITAL,TX,31.845198100000005,-102.3742895
450133,MIDLAND MEMORIAL HOSPITAL,TX,31.996626399999997,-102.0991141
450135,TEXAS HEALTH HARRIS METHODIST FORT WORTH,TX,32.737250800000005,-97.33910240000002
450137,BAYLOR ALL SAINTS MEDICAL CENTER AT FW,TX,32.7295479,-97.3455466
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,TX,29.8115414,-95.430426
450193,ST LUKES EPISCOPAL HOSPITAL,TX,29.7050857,-95.4018087
450196,PARIS REGIONAL MEDICAL CENTER,TX,33.659765500000006,-95.5473155
450200,WADLEY REGIONAL MEDICAL CENTER,TX,33.4287462,-94.04724959999999
450209,NORTHWEST TEXAS HOSPITAL,TX,35.1993441,-101.9218642
450211,MEMORIAL HEALTH SYSTEM OF EAST TEXAS- LUFKIN,TX,31.3363231,-94.7421221
450222,CONROE REGIONAL MEDICAL CENTER,TX,30.284709799999998,-95.46776170000001
450229,HENDRICK MEDICAL CENTER,TX,32.4487364,-99.73314390000002
450231,BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS,TX,35.1948946,-101.91976509999999
450236,HOPKINS COUNTY MEMORIAL HOSPITAL,TX,33.1562228,-95.5996827
450237,CHRISTUS SANTA ROSA HOSPITAL,TX,29.428081199999998,-98.498342
450271,WISE REGIONAL HEALTH SYSTEM,TX,33.2169234,-97.5937985
450280,BAYLOR MEDICAL CENTER AT GARLAND,TX,32.9193293,-96.6613563
450324,TEXOMA MEDICAL CENTER,TX,33.7113076,-96.5873335
450346,MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL,TX,30.0707723,-94.11978609999998
450358,METHODIST HOSPITALTHE,TX,29.7098662,-95.39971340000001
450388,METHODIST HOSPITAL,TX,29.507877299999997,-98.5721936
450431,ST DAVIDS MEDICAL CENTER,TX,30.2899909,-97.7261943
450447,NAVARRO REGIONAL HOSPITAL,TX,32.0850857,-96.5037615
450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,TX,32.8794434,-96.7631714
450469,TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ,TX,33.63728560000001,-96.6239419
450484,WOODLAND HEIGHTS MEDICAL CENTER,TX,31.327992300000002,-94.7561842
450558,ABILENE REGIONAL MEDICAL CENTER,TX,32.374869,-99.74626190000001
450563,BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,TX,32.9336553,-97.0938167
450565,PALO PINTO GENERAL HOSPITAL,TX,32.801729800000004,-98.0879502
450571,SHANNON MEDICAL CENTER,TX,31.4644775,-100.4343751
450604,HILL COUNTRY MEMORIAL HOSPITAL INC,TX,30.262904,-98.880174
450610,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,TX,29.77261379999999,-95.514493
450617,CLEAR LAKE REGIONAL MEDICAL CENTER,TX,29.540393800000004,-95.12740240000001
450634,DENTON REGIONAL MEDICAL CENTER,TX,33.136222100000005,-97.0821162
450638,HOUSTON NORTHWEST MEDICAL CENTER,TX,29.706465899999998,-95.3841665
450647,MEDICAL CITY DALLAS HOSPITAL,TX,32.911386300000004,-96.77434240000001
450668,SIERRA MEDICAL CENTER,TX,31.7777203,-106.48076940000001
450672,PLAZA MEDICAL CENTER OF FORT WORTH,TX,32.7359412,-97.3452198
450684,MEMORIAL HERMANN NORTHEAST,TX,29.99883119999999,-95.2621553
450686,UNIVERSITY MEDICAL CENTER,TX,33.5881628,-101.8921657
450702,LONGVIEW REGIONAL MEDICAL CENTER,TX,32.533119,-94.730216
450713,ST DAVIDS SOUTH AUSTIN MEDICAL CENTER,TX,30.2263703,-97.7743428
450742,LAKE POINTE MEDICAL CENTER,TX,32.9181073,-96.50871009999999
450775,KINGWOOD MEDICAL CENTER,TX,30.07,-95.22
450788,CORPUS CHRISTI MEDICAL CENTERTHE,TX,27.692967100000004,-97.3448636
450801,CHRISTUS ST MICHAEL HEALTH SYSTEM,TX,33.4632067,-94.0725365
450820,METHODIST SUGAR LAND HOSPITAL,TX,29.589074800000002,-95.6311215
450832,CHRISTUS ST CATHERINE HOSPITAL,TX,29.77705559999999,-95.7167428
450851,BAYLOR HEART AND VASCULAR HOSPITAL,TX,32.7880409,-96.78090470000001
450855,HARLINGEN MEDICAL CENTER,TX,26.157673199999998,-97.6751938
450862,ST LUKES THE WOODLANDS HOSPITAL,TX,30.24040849999999,-95.4882679
450869,DOCTORS HOSPITAL AT RENAISSANCE,TX,26.268255,-98.18849490000001
450876,LUBBOCK HEART HOSPITAL LP,TX,33.6030007,-101.9160179
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,UT,40.24795719999999,-111.66577050000001
460004,MCKAY DEE HOSPITAL CENTER,UT,41.184284999999996,-111.953723
460005,OGDEN REGIONAL MEDICAL CENTER,UT,41.164370500000004,-111.9721828
460010,INTERMOUNTAIN MEDICAL CENTER,UT,40.6596266,-111.89180630000001
460021,DIXIE REGIONAL MEDICAL CENTER,UT,37.0975603,-113.55352490000001
460047,ST MARKS HOSPITAL,UT,40.6861119,-111.85690100000001
470003,FLETCHER ALLEN HOSPITAL OF VERMONT,VT,44.4796576,-73.19404250000002
490004,ROCKINGHAM MEMORIAL HOSPITAL,VA,38.4050968,-78.855426
490005,WINCHESTER MEDICAL CENTER INC,VA,39.197512599999996,-78.191746
490007,SENTARA NORFOLK GENERAL HOSPITAL,VA,36.862103399999995,-76.30358190000003
490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,VA,38.031942,-78.49858499999998
490011,BON SECOURS - DEPAUL MEDICAL CENTER,VA,36.899332,-76.281565
490017,BON SECOURS MARYVIEW MEDICAL CENTER,VA,36.8366745,-76.34803310000002
490021,CENTRA  HEALTH INC,VA,37.413683,-79.16870399999998
490022,MARY WASHINGTON HOSPITAL INC,VA,38.310885299999995,-77.4832459
490024,CARILION ROANOKE MEMORIAL CENTER,VA,37.251256500000004,-79.94221499999998
490040,INOVA ALEXANDRIA HOSPITAL,VA,38.8220903,-77.10541459999997
490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,VA,37.0888575,-80.5051167
490044,SENTARA OBICI HOSPITAL,VA,36.77319129999999,-76.5806472
490045,PRINCE WILLIAM HOSPITAL,VA,38.767131400000004,-77.48697109999998
490048,LEWISGALE MEDICAL CENTER,VA,37.2636301,-80.03149029999999
490050,VIRGINIA HOSPITAL CENTER - ARLINGTON,VA,38.889169700000004,-77.1272851
490052,RIVERSIDE REGIONAL MEDICAL CENTER,VA,37.0634596,-76.48333829999999
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VA,36.8648491,-76.0262728
490063,INOVA FAIRFAX HOSPITAL,VA,38.859901799999996,-77.2262489
490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,VA,37.3366674,-76.7410531
490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,VA,37.628848100000006,-77.38825369999998
490075,DANVILLE REGIONAL MEDICAL CENTER,VA,36.57831289999999,-79.4041836
490077,MARTHA JEFFERSON HOSPITAL,VA,38.0226057,-78.44446169999998
490093,SENTARA CAREPLEX HOSPITAL,VA,37.056942,-76.39044899999998
490101,INOVA FAIR OAKS HOSPITAL,VA,38.88461820000001,-77.380152
490107,RESTON HOSPITAL CENTER,VA,38.9623151,-77.36397509999998
490112,CJW MEDICAL CENTER,VA,37.5106901,-77.59463769999998
490118,HENRICO DOCTORS HOSPITAL,VA,37.604044200000004,-77.54006129999998
490120,CHESAPEAKE REGIONAL MEDICAL CENTER,VA,36.746263,-76.2457816
500005,VIRGINIA MASON MEDICAL CENTER,WA,47.61,-122.34
500012,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,WA,46.596627500000004,-120.5213088
500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,WA,47.99989799999999,-122.20748130000001
500016,CENTRAL WASHINGTON HOSPITAL,WA,47.4071958,-120.3212611
500024,PROVIDENCE ST PETER HOSPITAL,WA,47.0530145,-122.8465012
500025,SWEDISH MEDICAL CENTER/CHERRY HILL,WA,47.6072783,-122.31016389999999
500027,SWEDISH MEDICAL CENTER,WA,47.6088589,-122.3220878
500030,ST JOSEPH MEDICAL CENTER,WA,48.772592700000004,-122.47392269999999
500036,YAKIMA VALLEY MEMORIAL HOSPITAL,WA,46.593756799999994,-120.5478625
500039,HARRISON MEDICAL CENTER,WA,47.5828266,-122.62515690000001
500044,DEACONESS HOSPITAL,WA,47.6517473,-117.399207
500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,WA,45.6238739,-122.58163400000001
500051,OVERLAKE HOSPITAL MEDICAL CENTER,WA,47.6201881,-122.18734350000001
500054,PROVIDENCE SACRED HEART MEDICAL CENTER,WA,47.6491384,-117.4134726
500058,KADLEC REGIONAL MEDICAL CENTER,WA,46.2823647,-119.28045139999999
500077,PROVIDENCE HOLY FAMILY HOSPITAL,WA,47.726104600000006,-117.39204609999999
500088,VALLEY MEDICAL CENTER,WA,47.4424335,-122.21430690000001
500124,EVERGREEN HOSPITAL MEDICAL CENTER,WA,47.715608700000004,-122.17842390000001
500129,TACOMA GENERAL ALLENMORE HOSPITAL,WA,47.25,-122.44
500139,CAPITAL MEDICAL CENTER,WA,47.0429153,-122.95177509999999
500141,ST FRANCIS COMMUNITY HOSPITAL,WA,47.29255389999999,-122.32735790000001
510006,UNITED HOSPITAL CENTER,WV,39.328546,-80.23957899999998
510007,ST MARYS MEDICAL CENTER,WV,38.4318102,-82.4012599
510022,CHARLESTON AREA MEDICAL CENTER,WV,38.348042799999995,-81.6265755
510024,MONONGALIA COUNTY GENERAL HOSPITAL,WV,39.663826,-79.946811
510029,THOMAS MEMORIAL HOSPITAL,WV,38.3115178,-81.7677645
510050,WHEELING HOSPITAL,WV,40.058845899999994,-80.6850467
510058,CAMDEN CLARK MEDICAL CENTER,WV,39.26955870000001,-81.559972
510070,RALEIGH GENERAL HOSPITAL,WV,37.787543,-81.201831
520004,MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR INC,WI,43.8013556,-91.2395807
520008,WAUKESHA MEMORIAL HOSPITAL,WI,43.0115164,-88.24307590000002
520013,SACRED HEART HSPTL,WI,44.7945989,-91.5110505
520021,UNITED HSPTL SYS,WI,42.5774946,-87.8204123
520028,THE MONROE CLINIC,WI,42.607831,-89.63493780000002
520030,ASPIRUS WAUSAU HOSPITAL,WI,44.96602559999999,-89.6676853
520037,MINISTRY SAINT JOSEPHS HOSPITAL,WI,44.677883,-90.17888990000002
520044,ST NICHOLAS HOSPITAL,WI,43.762406,-87.74761699999998
520049,BELLIN MEMORIAL HSPTL,WI,44.5021299,-88.0113405
520059,AURORA MEMORIAL HSPTL BURLINGTON,WI,42.672694,-88.28138100000002
520066,MERCY HLTH SYS CORP,WI,42.6876683,-89.03275579999998
520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,WI,44.812369399999994,-91.51221650000001
520075,ST VINCENT HSPTL,WI,44.5013838,-88.011374
520078,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,WI,42.9856117,-87.93554189999998
520083,ST MARYS HOSPITAL,WI,43.0591878,-89.40237429999998
520087,GUNDERSEN LUTH MED CTR,WI,43.7946078,-91.2468211
520088,ST AGNES HSPTL,WI,43.7730448,-88.44705079999999
520089,MERITER HSPTL,WI,43.06560229999999,-89.4013095
520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,WI,43.076393100000004,-89.43217170000001
520103,COMMUNITY MEM HSPTL,WI,43.162548799999996,-88.1338755
520107,HOLY FAMILY MEMORIAL INC,WI,44.09,-87.66
520138,AURORA ST LUKES MEDICAL CENTER,WI,42.98957799999999,-87.950789
520160,APPLETON MED CTR,WI,44.2786071,-88.3940059
520193,AURORA BAYCARE MED CTR,WI,44.4738812,-87.94102769999998
520202,ST CLARES HOSPITAL OF WESTON INC,WI,44.890483,-89.5812564
530012,WYOMING MEDICAL CENTER,WY,42.8480662,-106.30798440000001
530014,CHEYENNE REGIONAL MEDICAL CENTER,WY,41.14060300000001,-104.8165116
670024,NORTH CYPRESS MEDICAL CENTER,TX,29.9259489,-95.631522
670025,THE HEART HOSPITAL BAYLOR PLANO,TX,33.014689600000004,-96.7896892
10024,JACKSON HOSPITAL & CLINIC INC,AL,32.36708309999999,-86.28534920000001
10035,CULLMAN REGIONAL MEDICAL CENTER,AL,34.202662200000006,-86.82693470000002
10038,STRINGFELLOW MEMORIAL HOSPITAL,AL,33.667674600000005,-85.8342036
10049,MEDICAL CENTER ENTERPRISE,AL,31.318647,-85.855114
10118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,AL,32.429449,-87.0560426
10131,CRESTWOOD MEDICAL CENTER,AL,34.692699,-86.57255090000002
20001,PROVIDENCE ALASKA MEDICAL CENTER,AK,61.188658499999995,-149.82179480000002
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,AZ,33.56945870000001,-112.0708775
30036,CHANDLER REGIONAL MEDICAL CENTER,AZ,33.2971353,-111.8746943
30064,UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSIT THE,AZ,32.2409829,-110.9457686
30088,BANNER BAYWOOD MEDICAL CENTER,AZ,33.4113555,-111.68749229999999
30117,VALLEY VIEW MEDICAL CENTER,AZ,35.002748499999996,-114.59627659999998
40014,WHITE COUNTY MEDICAL CENTER,AR,35.25068779999999,-91.6923333
40016,UAMS MEDICAL CENTER,AR,34.74865629999999,-92.3542193
40055,SPARKS REGIONAL MEDICAL CENTER,AR,35.37453120000001,-94.4194135
40088,MEDICAL CENTER SOUTH ARKANSAS,AR,33.2065847,-92.68706529999999
50022,RIVERSIDE COMMUNITY HOSPITAL,CA,33.97678079999999,-117.38160020000001
50025,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,CA,32.7545234,-117.1658067
50030,OROVILLE HOSPITAL,CA,39.5062597,-121.5410928
50043,ALTA BATES SUMMIT MEDICAL CENTER,CA,37.8215453,-122.26306609999999
50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,CA,37.79078060000001,-122.43115120000002
50060,COMMUNITY REGIONAL MEDICAL CENTER,CA,36.7428148,-119.7840085
50100,SHARP MEMORIAL HOSPITAL,CA,32.7994945,-117.1542381
50103,WHITE MEMORIAL MEDICAL CENTER,CA,34.0492542,-118.2172453
50111,TEMPLE COMMUNITY HOSPITAL,CA,34.0755916,-118.2839437
50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,CA,34.0271164,-118.4866344
50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,CA,34.2200955,-118.5331136
50121,ADVENTIST MEDICAL CENTER,CA,36.32378720000001,-119.6664466
50125,REGIONAL MEDICAL CENTER OF SAN JOSE,CA,37.3623125,-121.84931509999998
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,CA,36.580045,-121.91615690000002
50169,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,CA,33.969804100000005,-118.0490733
50191,ST MARY MEDICAL CENTER,CA,33.7799359,-118.1858757
50204,PALMDALE REGIONAL MEDICAL CENTER,CA,34.582899,-118.1443812
50239,GLENDALE ADVENTIST MEDICAL CENTER,CA,34.14654520000001,-118.22943190000001
50261,SIERRA VIEW DISTRICT HOSPITAL,CA,36.069563,-119.02748500000001
50276,CONTRA COSTA REGIONAL MEDICAL CENTER,CA,38.006764000000004,-122.1327937
50300,ST MARY MEDICAL CENTER,CA,34.541847600000004,-117.2655636
50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,CA,37.8554349,-122.25715259999998
50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,CA,32.885157799999995,-117.2255426
50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,34.04945190000001,-117.2641774
50336,LODI MEMORIAL HOSPITAL,CA,38.12175730000001,-121.2867189
50342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,CA,32.9591125,-115.55390659999999
50348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,CA,33.787988500000004,-117.89013390000001
50353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,CA,33.83853870000001,-118.3571537
50376,LAC/HARBOR-UCLA MED CENTER,CA,33.8307253,-118.2918447
50444,MERCY MEDICAL CENTER,CA,37.33997700000001,-120.46729579999999
50454,UCSF MEDICAL CENTER,CA,37.7642093,-122.4571623
50455,SAN JOAQUIN COMMUNITY HOSPITAL,CA,35.3833475,-119.0205429
50488,EDEN MEDICAL CENTER,CA,37.6983405,-122.0896915
50502,SAINT VINCENT MEDICAL CENTER,CA,34.0638176,-118.27365470000001
50523,SUTTER DELTA MEDICAL CENTER,CA,37.9825884,-121.80295430000001
50567,MISSION HOSPITAL REGIONAL MED CENTER,CA,33.5610516,-117.66546540000002
50570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,CA,33.7150242,-117.9357865
50752,BROTMAN MEDICAL CENTER,CA,34.0231953,-118.3969429
60003,LONGMONT UNITED HOSPITAL,CO,40.1823027,-105.12592820000002
60009,EXEMPLA LUTHERAN MEDICAL CENTER,CO,39.7681121,-105.08989879999999
60010,POUDRE VALLEY HOSPITAL,CO,40.57191829999999,-105.0566352
60012,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,CO,38.2340346,-104.6234103
60024,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,CO,39.7426294,-104.8420288
60034,SWEDISH MEDICAL CENTER,CO,39.6541703,-104.98071770000001
60113,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,CO,39.576288399999996,-104.986104
60114,PARKER ADVENTIST HOSPITAL,CO,39.5186002,-104.76136329999999
70006,STAMFORD HOSPITAL,CT,41.05495360000001,-73.55237389999998
70007,LAWRENCE & MEMORIAL HOSPITAL,CT,41.3363078,-72.1056047
70031,GRIFFIN HOSPITAL,CT,41.335133,-73.0891911
70036,JOHN DEMPSEY HOSPITAL,CT,41.7304054,-72.7906181
90006,PROVIDENCE HOSPITAL,DC,38.9437638,-76.99157310000002
100001,SHANDS JACKSONVILLE MEDICAL CENTER,FL,30.348636199999998,-81.6647002
100008,BAPTIST HOSPITAL OF MIAMI INC,FL,25.6830929,-80.3403287
100009,UNIVERSITY OF MIAMI HOSPITAL,FL,25.7870967,-80.2042436
100022,JACKSON MEMORIAL HOSPITAL,FL,25.7931104,-80.2119736
100029,NORTH SHORE MEDICAL CENTER,FL,25.8601632,-80.21421740000002
100030,HEALTH CENTRAL,FL,28.549928,-81.5278629
100032,BAYFRONT MEDICAL CENTER INC,FL,27.7631941,-82.6422377
100043,MEASE HOSPITAL DUNEDIN,FL,28.0136642,-82.78272829999997
